Major_code,Major,Major_category,Total,Employed,Employed_full_time_year_round,Unemployed,Unemployment_rate,Grad_total,Grad_employed,Grad_full_time_year_round,Grad_unemployed,Nongrad_total,Nongrad_employed,Nongrad_full_time_year_round,Nongrad_unemployed
4000,MULTI/INTERDISCIPLINARY STUDIES,Interdisciplinary,45199,35706,26038,2990,0.077268968,14405,12708,9639,261,41018,32600,24260,2573
